UN Region,Sex,Age Group,Cause,Value,Low,High
South-eastern Asia,Both,55-59,Stroke,7502.1283,3638.49122,11572.51198
South-eastern Asia,Both,60-64,Stroke,10299.54823,4994.70304,15882.02264
South-eastern Asia,Both,65-69,Stroke,12689.91328,6157.10677,19556.76636
South-eastern Asia,Both,70-74,Stroke,13205.36059,6400.12612,20355.1528
South-eastern Asia,Both,75-79,Stroke,14129.01782,6851.67788,21782.12997
South-eastern Asia,Both,80+,Stroke,30375.20824,14830.6091,46796.63374
South-eastern Asia,Both,All,Stroke,99607.83893,48437.05834,153477.4752
South-eastern Asia,Both,25-29,Chronic obstructive pulmonary disease,56.92352,18.18451,116.9294
South-eastern Asia,Both,30-34,Chronic obstructive pulmonary disease,74.13924,23.8669,151.81859
South-eastern Asia,Both,35-39,Chronic obstructive pulmonary disease,114.89503,36.85202,235.75032
South-eastern Asia,Both,40-44,Chronic obstructive pulmonary disease,177.01129,56.65159,362.78048
South-eastern Asia,Both,70-74,Chronic obstructive pulmonary disease,4232.89767,1347.34627,8693.78788
South-eastern Asia,Both,40-44,"Trachea, bronchus, lung cancers",252.93507,143.17322,405.67727
South-eastern Asia,Both,45-49,"Trachea, bronchus, lung cancers",528.97732,299.88809,848.12922
South-eastern Asia,Both,50-54,"Trachea, bronchus, lung cancers",861.9,488.32729,1379.10682
South-eastern Asia,Both,55-59,"Trachea, bronchus, lung cancers",1241.79554,703.50374,1982.1974
South-eastern Asia,Both,60-64,"Trachea, bronchus, lung cancers",1561.6849,883.77531,2487.27518
South-eastern Asia,Both,65-69,"Trachea, bronchus, lung cancers",1600.86296,903.88251,2542.72389
South-eastern Asia,Both,75-79,Chronic obstructive pulmonary disease,4551.86688,1454.36227,9367.30864
South-eastern Asia,Both,80+,Chronic obstructive pulmonary disease,11346.30912,3662.5145,23355.72541
South-eastern Asia,Both,All,Chronic obstructive pulmonary disease,29106.18782,9307.05378,59979.87717
South-eastern Asia,Both,0-4,Lower respiratory infections,5754.35923,3214.4041,8385.80978
South-eastern Asia,Both,5-9,Lower respiratory infections,170.24775,94.40083,249.50572
South-eastern Asia,Both,10-14,Lower respiratory infections,155.29062,89.10527,225.80501
South-eastern Asia,Both,15-19,Lower respiratory infections,215.14752,124.76077,311.92697
South-eastern Asia,Both,20-24,Lower respiratory infections,284.06261,165.16315,410.82675
South-eastern Asia,Both,25-29,Lower respiratory infections,365.56375,212.22975,530.35639
South-eastern Asia,Both,30-34,Lower respiratory infections,434.3372,253.42727,628.40188
South-eastern Asia,Both,35-39,Lower respiratory infections,476.9198,277.36635,690.84119
South-eastern Asia,Both,40-44,Lower respiratory infections,555.79904,325.34962,801.43975
South-eastern Asia,Both,45-49,Lower respiratory infections,788.4947,458.58142,1140.78105
South-eastern Asia,Both,50-54,Lower respiratory infections,1215.8818,706.05549,1758.36177
South-eastern Asia,Both,55-59,Lower respiratory infections,1755.50689,1017.14676,2544.49688
South-eastern Asia,Both,60-64,Lower respiratory infections,2901.36849,1677.11208,4206.86723
South-eastern Asia,Both,65-69,Lower respiratory infections,4063.67011,2349.42686,5894.66505
South-eastern Asia,Both,70-74,Lower respiratory infections,5072.96017,2925.34304,7339.19288
South-eastern Asia,Both,75-79,Lower respiratory infections,5839.57915,3371.30559,8458.84128
South-eastern Asia,Both,80+,Lower respiratory infections,22046.28889,12667.20094,32291.61455
South-eastern Asia,Both,All,Lower respiratory infections,52095.47771,30140.95125,75714.64458
South-eastern Asia,Both,25-29,"Trachea, bronchus, lung cancers",25.99267,14.70975,41.06717
South-eastern Asia,Both,30-34,"Trachea, bronchus, lung cancers",44.20897,24.93568,70.37064
South-eastern Asia,Both,35-39,"Trachea, bronchus, lung cancers",110.31387,62.13195,176.16576
South-eastern Asia,Both,70-74,"Trachea, bronchus, lung cancers",1252.06688,707.67531,1989.02622
South-eastern Asia,Female,60-64,Stroke,3840.49152,1866.42221,5919.51151
South-eastern Asia,Female,65-69,Stroke,5230.70693,2540.3183,8054.0526
South-eastern Asia,Female,70-74,Stroke,6414.95563,3114.15088,9888.43452
South-eastern Asia,Female,75-79,Stroke,7604.60655,3685.66565,11722.94248
South-eastern Asia,Female,80+,Stroke,19279.16165,9408.42844,29702.73744
South-eastern Asia,Both,75-79,"Trachea, bronchus, lung cancers",956.6725,541.87349,1521.70073
South-eastern Asia,Both,80+,"Trachea, bronchus, lung cancers",1239.20178,697.42278,1977.01154
South-eastern Asia,Both,All,"Trachea, bronchus, lung cancers",9676.61246,5473.07843,15416.94801
South-eastern Asia,Female,25-29,Ischaemic heart disease,172.70699,109.32222,223.80107
South-eastern Asia,Female,30-34,Ischaemic heart disease,283.25953,178.39775,367.4677
South-eastern Asia,Female,35-39,Ischaemic heart disease,481.638,302.80836,622.27738
South-eastern Asia,Female,40-44,Ischaemic heart disease,749.72024,473.03909,973.21478
South-eastern Asia,Female,45-49,Ischaemic heart disease,1435.60023,901.61283,1854.44834
South-eastern Asia,Female,50-54,Ischaemic heart disease,2225.36331,1399.43963,2874.24145
South-eastern Asia,Female,70-74,Chronic obstructive pulmonary disease,1257.26758,400.69215,2571.69579
South-eastern Asia,Female,75-79,Chronic obstructive pulmonary disease,1544.80838,492.36562,3171.51776
South-eastern Asia,Female,80+,Chronic obstructive pulmonary disease,4895.44152,1578.86263,10072.62122
South-eastern Asia,Female,All,Chronic obstructive pulmonary disease,10116.83657,3234.64811,20846.57188
South-eastern Asia,Female,0-4,Lower respiratory infections,2370.80528,1327.67498,3453.8518
South-eastern Asia,Female,5-9,Lower respiratory infections,85.5488,47.62914,125.51774
South-eastern Asia,Female,10-14,Lower respiratory infections,68.50517,39.37357,99.28227
South-eastern Asia,Female,15-19,Lower respiratory infections,92.41816,53.12289,134.33225
South-eastern Asia,Female,20-24,Lower respiratory infections,92.85691,53.7134,134.55041
South-eastern Asia,Female,25-29,Lower respiratory infections,119.74238,69.42993,173.53425
South-eastern Asia,Female,30-34,Lower respiratory infections,141.70039,82.20888,205.4381
South-eastern Asia,Female,35-39,Lower respiratory infections,171.07044,99.24912,247.80698
South-eastern Asia,Female,40-44,Lower respiratory infections,181.80403,105.94246,262.56007
South-eastern Asia,Female,45-49,Lower respiratory infections,279.73099,161.90919,404.25049
South-eastern Asia,Female,50-54,Lower respiratory infections,419.62425,242.57259,605.81456
South-eastern Asia,Female,55-59,Lower respiratory infections,603.60905,347.90909,872.58414
South-eastern Asia,Female,60-64,Lower respiratory infections,967.42924,558.38505,1397.28059
South-eastern Asia,Female,65-69,Lower respiratory infections,1447.71925,837.24212,2091.61846
South-eastern Asia,Female,70-74,Lower respiratory infections,2109.63935,1213.89651,3049.50724
South-eastern Asia,Female,75-79,Lower respiratory infections,2786.66575,1603.35953,4034.18186
South-eastern Asia,Female,80+,Lower respiratory infections,13035.76072,7504.61119,19091.02142
South-eastern Asia,Female,55-59,Ischaemic heart disease,3129.93835,1968.02371,4041.84378
South-eastern Asia,Female,60-64,Ischaemic heart disease,4335.92408,2726.20977,5597.77411
South-eastern Asia,Female,65-69,Ischaemic heart disease,5707.5318,3593.03546,7383.37714
South-eastern Asia,Female,70-74,Ischaemic heart disease,6661.06113,4190.61567,8595.56007
South-eastern Asia,Female,75-79,Ischaemic heart disease,7691.53097,4840.27287,9927.08684
South-eastern Asia,Female,80+,Ischaemic heart disease,25752.49251,16357.28543,33299.43454
South-eastern Asia,Female,All,Ischaemic heart disease,58626.76713,37036.72562,75952.16285
South-eastern Asia,Female,25-29,Stroke,98.27785,48.08028,150.63997
South-eastern Asia,Female,30-34,Stroke,154.15743,75.24682,236.22218
South-eastern Asia,Female,35-39,Stroke,335.00612,162.99172,515.40457
South-eastern Asia,Female,40-44,Stroke,537.10463,262.11342,823.94063
South-eastern Asia,Female,45-49,Stroke,1192.05029,579.58981,1838.03326
South-eastern Asia,Female,50-54,Stroke,2032.19042,988.11597,3133.00524
South-eastern Asia,Female,55-59,Stroke,2811.4114,1367.27369,4341.29126
South-eastern Asia,Female,All,Stroke,49530.12043,24057.22813,76325.56021
South-eastern Asia,Female,25-29,Chronic obstructive pulmonary disease,22.95976,7.27454,47.07826
South-eastern Asia,Female,30-34,Chronic obstructive pulmonary disease,24.657,7.85598,50.54806
South-eastern Asia,Female,35-39,Chronic obstructive pulmonary disease,40.93889,12.9928,83.89351
South-eastern Asia,Female,40-44,Chronic obstructive pulmonary disease,56.56557,17.99376,115.81179
South-eastern Asia,Female,45-49,Chronic obstructive pulmonary disease,105.11129,33.37725,215.98797
South-eastern Asia,Female,50-54,Chronic obstructive pulmonary disease,209.27299,66.74919,428.03446
South-eastern Asia,Female,55-59,Chronic obstructive pulmonary disease,349.1193,111.41465,714.03111
South-eastern Asia,Female,60-64,Chronic obstructive pulmonary disease,667.02688,213.10349,1363.20964
South-eastern Asia,Female,65-69,Chronic obstructive pulmonary disease,943.6674,301.59468,1928.35378
South-eastern Asia,Male,25-29,Ischaemic heart disease,421.17539,266.80099,544.62577
South-eastern Asia,Male,75-79,Ischaemic heart disease,8214.95217,5170.65246,10606.40582
South-eastern Asia,Male,80+,Ischaemic heart disease,16848.32152,10674.76107,21794.01389
South-eastern Asia,Male,All,Ischaemic heart disease,72552.00056,45790.5485,93882.92878
South-eastern Asia,Male,25-29,Stroke,185.48691,92.05309,283.23181
South-eastern Asia,Male,30-34,Stroke,320.16841,158.8893,490.24576
South-eastern Asia,Male,35-39,Stroke,586.72603,289.48719,896.66647
South-eastern Asia,Male,30-34,Ischaemic heart disease,741.68674,470.74441,958.933
South-eastern Asia,Male,35-39,Ischaemic heart disease,1219.61561,771.76974,1578.64784
South-eastern Asia,Male,40-44,Ischaemic heart disease,2065.34177,1307.05838,2675.87653
South-eastern Asia,Male,45-49,Ischaemic heart disease,3231.67589,2038.74947,4180.12377
South-eastern Asia,Male,50-54,Ischaemic heart disease,5113.48404,3226.43048,6616.84609
South-eastern Asia,Male,55-59,Ischaemic heart disease,7124.95452,4486.59122,9203.13934
South-eastern Asia,Male,60-64,Ischaemic heart disease,8930.96339,5625.42312,11540.67823
South-eastern Asia,Male,65-69,Ischaemic heart disease,9907.44319,6245.47543,12811.61048
South-eastern Asia,Male,70-74,Ischaemic heart disease,8732.38635,5499.41051,11283.67826
South-eastern Asia,Female,All,Lower respiratory infections,24974.63017,14413.40979,36366.41364
South-eastern Asia,Female,25-29,"Trachea, bronchus, lung cancers",10.6732,5.99941,16.85242
South-eastern Asia,Female,30-34,"Trachea, bronchus, lung cancers",18.02015,10.19018,28.66637
South-eastern Asia,Female,35-39,"Trachea, bronchus, lung cancers",37.95876,21.34799,60.40866
South-eastern Asia,Female,40-44,"Trachea, bronchus, lung cancers",80.04821,45.19263,127.47789
South-eastern Asia,Female,45-49,"Trachea, bronchus, lung cancers",147.1209,83.11792,234.2382
South-eastern Asia,Female,50-54,"Trachea, bronchus, lung cancers",238.66976,134.79896,377.96823
South-eastern Asia,Male,55-59,Chronic obstructive pulmonary disease,958.66278,303.60008,1978.42638
South-eastern Asia,Male,60-64,Chronic obstructive pulmonary disease,1869.14545,590.73269,3860.05773
South-eastern Asia,Male,65-69,Chronic obstructive pulmonary disease,2675.38906,846.60022,5521.29176
South-eastern Asia,Male,70-74,Chronic obstructive pulmonary disease,2975.63009,946.65412,6122.09209
South-eastern Asia,Male,75-79,Chronic obstructive pulmonary disease,3007.0585,962.01425,6192.58186
South-eastern Asia,Male,80+,Chronic obstructive pulmonary disease,6450.8676,2088.45088,13268.79492
South-eastern Asia,Male,All,Chronic obstructive pulmonary disease,18989.35126,6072.40566,39133.30529
South-eastern Asia,Male,0-4,Lower respiratory infections,3383.55394,1886.72912,4931.95797
South-eastern Asia,Male,5-9,Lower respiratory infections,84.69895,46.51043,124.62509
South-eastern Asia,Male,10-14,Lower respiratory infections,86.78545,49.75721,126.56004
South-eastern Asia,Male,15-19,Lower respiratory infections,122.72936,71.59706,177.37713
South-eastern Asia,Male,20-24,Lower respiratory infections,191.2057,111.3239,276.59146
South-eastern Asia,Male,25-29,Lower respiratory infections,245.82137,142.94337,356.56098
South-eastern Asia,Male,30-34,Lower respiratory infections,292.6368,171.15093,423.27235
South-eastern Asia,Male,35-39,Lower respiratory infections,305.84936,177.73942,443.0342
South-eastern Asia,Female,55-59,"Trachea, bronchus, lung cancers",346.65073,196.3379,547.58477
South-eastern Asia,Female,60-64,"Trachea, bronchus, lung cancers",435.45837,246.81259,687.40361
South-eastern Asia,Female,65-69,"Trachea, bronchus, lung cancers",461.24331,261.92332,727.35053
South-eastern Asia,Female,70-74,"Trachea, bronchus, lung cancers",397.97544,225.87984,629.98724
South-eastern Asia,Female,75-79,"Trachea, bronchus, lung cancers",327.30144,185.49615,519.55839
South-eastern Asia,Female,80+,"Trachea, bronchus, lung cancers",510.44165,287.84588,812.83687
South-eastern Asia,Female,All,"Trachea, bronchus, lung cancers",3011.56192,1706.99948,4769.46753
South-eastern Asia,Male,40-44,Stroke,1057.81144,520.91614,1618.98653
South-eastern Asia,Male,45-49,Stroke,1799.68196,879.07427,2767.97922
South-eastern Asia,Male,50-54,Stroke,3108.00098,1515.66372,4782.91635
South-eastern Asia,Male,55-59,Stroke,4690.71689,2281.94083,7231.47493
South-eastern Asia,Male,60-64,Stroke,6459.05671,3136.34277,9962.51112
South-eastern Asia,Male,65-69,Stroke,7459.20635,3621.19639,11502.71376
South-eastern Asia,Male,70-74,Stroke,6790.40496,3295.02489,10466.71827
South-eastern Asia,Male,75-79,Stroke,6524.41127,3167.38058,10059.18748
South-eastern Asia,Male,80+,Stroke,11096.04659,5422.18067,17093.8963
South-eastern Asia,Male,All,Stroke,50077.7185,24379.83021,77151.91502
South-eastern Asia,Male,25-29,Chronic obstructive pulmonary disease,33.96375,10.91227,69.85114
South-eastern Asia,Male,30-34,Chronic obstructive pulmonary disease,49.48223,16.01092,101.22073
South-eastern Asia,Male,35-39,Chronic obstructive pulmonary disease,73.95614,23.87512,151.47353
South-eastern Asia,Male,40-44,Chronic obstructive pulmonary disease,120.44572,38.68652,246.63101
South-eastern Asia,Male,45-49,Chronic obstructive pulmonary disease,250.31552,79.38135,516.58619
South-eastern Asia,Male,50-54,Chronic obstructive pulmonary disease,524.43442,165.96081,1080.66742
South-eastern Asia,Male,All,Lower respiratory infections,27120.84754,15680.48155,39390.4156
Southern Asia,Both,30-34,Ischaemic heart disease,6189.80866,4327.59051,7804.62036
Southern Asia,Both,35-39,Ischaemic heart disease,10885.51393,7609.90999,13717.27099
Southern Asia,Both,40-44,Ischaemic heart disease,16510.19933,11546.74262,20810.99337
Southern Asia,Both,45-49,Ischaemic heart disease,25950.87303,18123.05211,32703.95866
Southern Asia,Both,50-54,Ischaemic heart disease,39582.30749,27622.36295,49879.19622
Southern Asia,Both,55-59,Ischaemic heart disease,55005.87581,38351.85682,69307.83387
South-eastern Asia,Male,25-29,"Trachea, bronchus, lung cancers",15.31947,8.58507,24.3378
South-eastern Asia,Male,30-34,"Trachea, bronchus, lung cancers",26.18882,14.73096,41.55573
South-eastern Asia,Male,35-39,"Trachea, bronchus, lung cancers",72.35511,40.71693,115.38898
South-eastern Asia,Male,40-44,"Trachea, bronchus, lung cancers",172.88686,98.18377,278.06407
South-eastern Asia,Male,45-49,"Trachea, bronchus, lung cancers",381.85643,215.95045,613.70973
South-eastern Asia,Male,50-54,"Trachea, bronchus, lung cancers",623.23024,352.89047,1001.08864
South-eastern Asia,Male,55-59,"Trachea, bronchus, lung cancers",895.14482,507.09549,1434.61263
South-eastern Asia,Male,60-64,"Trachea, bronchus, lung cancers",1126.22653,638.24115,1799.87157
South-eastern Asia,Male,65-69,"Trachea, bronchus, lung cancers",1139.61965,643.54608,1815.37336
South-eastern Asia,Male,70-74,"Trachea, bronchus, lung cancers",854.09143,482.60239,1359.03898
South-eastern Asia,Male,75-79,"Trachea, bronchus, lung cancers",629.37106,355.88744,1002.14234
South-eastern Asia,Male,80+,"Trachea, bronchus, lung cancers",728.76013,409.5769,1163.32562
South-eastern Asia,Male,All,"Trachea, bronchus, lung cancers",6665.05054,3775.59782,10647.48048
Southern Asia,Both,25-29,Ischaemic heart disease,3206.45848,2240.68009,4040.61807
South-eastern Asia,Male,40-44,Lower respiratory infections,373.99501,219.5559,538.48641
South-eastern Asia,Male,45-49,Lower respiratory infections,508.76371,296.39068,735.01212
South-eastern Asia,Male,50-54,Lower respiratory infections,796.25755,463.48291,1151.93926
South-eastern Asia,Male,55-59,Lower respiratory infections,1151.89784,668.95751,1671.90416
South-eastern Asia,Male,60-64,Lower respiratory infections,1933.93925,1118.72703,2809.58664
South-eastern Asia,Male,65-69,Lower respiratory infections,2615.95086,1512.18473,3803.04659
Southern Asia,Both,35-39,Chronic obstructive pulmonary disease,686.59711,297.61825,1222.19481
Southern Asia,Both,40-44,Chronic obstructive pulmonary disease,1283.3252,556.5815,2284.36643
Southern Asia,Both,45-49,Chronic obstructive pulmonary disease,2852.60618,1236.15969,5083.40311
Southern Asia,Both,50-54,Chronic obstructive pulmonary disease,6929.14924,3003.50745,12369.55705
Southern Asia,Both,55-59,Chronic obstructive pulmonary disease,12681.72956,5500.3151,22686.39338
Southern Asia,Both,60-64,Chronic obstructive pulmonary disease,22949.74146,9952.17307,41084.5445
Southern Asia,Both,65-69,Chronic obstructive pulmonary disease,33115.545,14369.04029,59434.72795
Southern Asia,Both,70-74,Chronic obstructive pulmonary disease,40337.55035,17469.26204,71998.90481
